project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
codamosa_targetedgen_preprocessing,4b354824-1fa9-4b21-84ab-dda4707e827c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,42.505022878999625,0.0002576164306388,6.060846770326718e-06,22.5,0.0,10.0,0.0002656518343,0.0,0.0001180548255333,0.0003837066598333,0.0,Azerbaijan,AZE,baku city,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.31,3.10.2,3.2.6,20,12th Gen Intel(R) Core(TM) i7-12700H,0,,49.8875,40.3771,7.592945098876953,machine,0.0,0,0.0,0.0,N,1.0,0.0
codamosa_targetedgen_preprocessing,4b354824-1fa9-4b21-84ab-dda4707e827c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,42.78465227600009,0.0002593104175739,6.060827978714351e-06,22.5,0.0,10.0,0.0002673989373062,0.0,0.0001188308304944,0.0003862297678007,0.0,Azerbaijan,AZE,baku city,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.31,3.10.2,3.2.6,20,12th Gen Intel(R) Core(TM) i7-12700H,0,,49.8875,40.3771,7.592945098876953,machine,0.0,0,0.0,0.0,N,1.0,0.0
codamosa_targetedgen_preprocessing,4b354824-1fa9-4b21-84ab-dda4707e827c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,42.79190619600013,0.0002593543166323,6.060826443308982e-06,22.5,0.0,10.0,0.000267444604675,0.0,0.0001188505485555,0.0003862951532305,0.0,Azerbaijan,AZE,baku city,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.31,3.10.2,3.2.6,20,12th Gen Intel(R) Core(TM) i7-12700H,0,,49.8875,40.3771,7.592945098876953,machine,0.0,0,0.0,0.0,N,1.0,0.0
codamosa_targetedgen_preprocessing,4b354824-1fa9-4b21-84ab-dda4707e827c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,43.09513047699966,0.0002611917496826,6.060818166498442e-06,22.5,0.0,10.0,0.0002693395560375,0.0,0.0001196923609027,0.0003890319169402,0.0,Azerbaijan,AZE,baku city,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.31,3.10.2,3.2.6,20,12th Gen Intel(R) Core(TM) i7-12700H,0,,49.8875,40.3771,7.592945098876953,machine,0.0,0,0.0,0.0,N,1.0,0.0
codamosa_targetedgen_preprocessing,4b354824-1fa9-4b21-84ab-dda4707e827c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,43.10454362600012,0.0002612484454847,6.060809917198983e-06,22.5,0.0,10.0,0.0002693983131125,0.0,0.0001197180493611,0.0003891163624736,0.0,Azerbaijan,AZE,baku city,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.31,3.10.2,3.2.6,20,12th Gen Intel(R) Core(TM) i7-12700H,0,,49.8875,40.3771,7.592945098876953,machine,0.0,0,0.0,0.0,N,1.0,0.0
codamosa_targetedgen_preprocessing,4b354824-1fa9-4b21-84ab-dda4707e827c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,46.98992239299969,0.0002847975405293,6.060821683157511e-06,22.5,0.0,10.0,0.000293681585025,0.0,0.0001305099649249,0.00042419154995,0.0,Azerbaijan,AZE,baku city,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.31,3.10.2,3.2.6,20,12th Gen Intel(R) Core(TM) i7-12700H,0,,49.8875,40.3771,7.592945098876953,machine,0.0,0,0.0,0.0,N,1.0,0.0
codamosa_targetedgen_preprocessing,4b354824-1fa9-4b21-84ab-dda4707e827c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,47.003082202999394,0.0002848771346991,6.060818170791618e-06,22.5,0.0,10.0,0.0002937638533562,0.0,0.0001305462480888,0.0004243101014451,0.0,Azerbaijan,AZE,baku city,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.31,3.10.2,3.2.6,20,12th Gen Intel(R) Core(TM) i7-12700H,0,,49.8875,40.3771,7.592945098876953,machine,0.0,0,0.0,0.0,N,1.0,0.0
codamosa_targetedgen_preprocessing,4b354824-1fa9-4b21-84ab-dda4707e827c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,49.694684224999946,0.0003011905773163,6.0608208305079394e-06,22.5,0.0,10.0,0.0003105860642374,0.0,0.0001380220859055,0.000448608150143,0.0,Azerbaijan,AZE,baku city,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.31,3.10.2,3.2.6,20,12th Gen Intel(R) Core(TM) i7-12700H,0,,49.8875,40.3771,7.592945098876953,machine,0.0,0,0.0,0.0,N,1.0,0.0
codamosa_targetedgen_preprocessing,4b354824-1fa9-4b21-84ab-dda4707e827c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,49.708307054000215,0.0003012728138429,6.060814211911451e-06,22.5,0.0,10.0,0.0003106711683812,0.0,0.0001380594689138,0.0004487306372951,0.0,Azerbaijan,AZE,baku city,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.31,3.10.2,3.2.6,20,12th Gen Intel(R) Core(TM) i7-12700H,0,,49.8875,40.3771,7.592945098876953,machine,0.0,0,0.0,0.0,N,1.0,0.0
codamosa_targetedgen_preprocessing,4b354824-1fa9-4b21-84ab-dda4707e827c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,50.01923344700026,0.0003031560869181,6.060790340566119e-06,22.5,0.0,10.0,0.0003126137598812,0.0,0.0001389219175249,0.0004515356774062,0.0,Azerbaijan,AZE,baku city,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.31,3.10.2,3.2.6,20,12th Gen Intel(R) Core(TM) i7-12700H,0,,49.8875,40.3771,7.592945098876953,machine,0.0,0,0.0,0.0,N,1.0,0.0
